name,1-1-mtk,1-2-mtk,2-1-mtk,2-2-mtk,1-1-ing,1-2-ing,2-1-ing,2-2-ing,1-1-bhs,1-2-bhs,2-1-bhs,2-2-bhs,1-1-kkm_bhs,1-2-kkm_bhs,2-1-kkm_bhs,2-2-kkm_bhs,1-1-kkm_ing,1-2-kkm_ing,2-1-kkm_ing,2-2-kkm_ing,1-1-kkm_mtk,1-2-kkm_mtk,2-1-kkm_mtk,2-2-kkm_mtk,IPK
student131,88.00,88.00,90.00,91.00,88.00,89.00,91.00,93.00,81.00,85.00,89.00,94.00,67.00,67.00,70.00,70.00,67.00,67.00,70.00,70.00,67.00,67.00,70.00,70.00,3.744736
student132,77.00,89.00,87.00,92.00,93.00,86.00,91.00,88.00,80.00,84.00,80.00,86.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.563157
student133,91.00,85.00,92.00,85.00,94.00,92.00,88.00,87.00,89.00,88.00,85.00,86.00,75.00,75.00,75.00,75.00,70.00,70.00,70.00,70.00,67.00,67.00,67.00,67.00,3.450000
student134,85.00,85.00,85.00,76.00,91.00,81.00,84.00,88.00,83.00,85.00,87.00,83.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.068421
student135,81.00,84.00,90.00,81.00,80.00,86.00,86.00,87.00,75.00,80.00,91.00,88.00,71.00,71.00,78.00,78.00,71.00,71.00,78.00,78.00,71.00,71.00,78.00,78.00,3.531578
student136,85.00,78.00,74.00,74.00,89.00,88.00,89.00,85.00,80.00,93.00,87.00,83.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.628947
student137,76.00,79.00,86.00,87.00,87.00,88.00,87.00,91.00,88.00,89.00,87.00,92.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,0.000000
student138,86.00,87.00,86.00,81.00,86.00,90.00,91.00,85.00,84.00,86.00,90.00,84.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.315789
student139,85.00,85.00,80.00,76.00,90.00,92.00,85.00,90.00,85.00,88.00,96.00,85.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.055263
student140,70.00,87.00,87.00,84.00,72.00,89.00,84.00,79.00,87.00,90.00,84.00,84.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.665116
student141,81.00,85.00,87.00,89.00,90.00,90.00,91.00,93.00,82.00,83.00,85.00,87.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.734883
student142,76.00,87.00,72.00,74.00,72.00,84.00,78.00,74.00,88.00,88.00,82.00,82.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.075000
student143,75.00,77.00,80.00,79.00,92.00,89.00,74.00,82.00,77.00,80.00,78.00,81.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.105000
student144,75.00,78.00,88.00,79.00,79.00,78.00,77.00,82.00,76.00,77.00,76.00,77.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.217500
student145,76.00,83.00,80.00,78.00,77.00,82.00,81.00,82.00,83.00,90.00,86.00,88.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,2.987500
student146,80.00,83.00,82.00,82.00,83.00,86.00,88.00,89.00,80.00,83.00,84.00,86.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.804651
student147,70.00,76.00,83.00,79.00,73.00,75.00,75.00,83.00,80.00,80.00,75.00,75.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,3.222500
student148,82.00,81.00,86.00,79.00,80.00,89.00,84.00,87.00,88.00,88.00,88.00,86.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.377500
student149,82.00,79.00,93.00,82.00,75.00,88.00,83.00,78.00,85.00,85.00,89.00,91.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.480000
student150,78.00,78.00,75.00,75.00,78.00,78.00,83.00,83.00,72.00,80.00,81.00,95.00,70.00,70.00,71.00,71.00,70.00,70.00,71.00,71.00,70.00,70.00,71.00,71.00,3.107500
student151,82.00,81.00,79.00,84.00,84.00,85.00,79.00,82.00,82.00,84.00,89.00,86.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,67.00,67.00,67.00,67.00,3.500000
student152,82.00,83.00,83.00,80.00,75.00,82.00,86.00,90.00,80.00,80.00,83.00,85.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.947500
student153,83.00,81.00,81.00,91.00,81.00,84.00,88.00,90.00,90.00,90.00,81.00,87.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.895238
student154,82.00,82.00,92.00,79.00,75.00,82.00,80.00,81.00,82.00,86.00,88.00,89.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.285000
student155,78.00,81.00,81.00,84.00,87.00,79.00,77.00,80.00,78.00,80.00,81.00,84.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.295000
student156,89.00,82.00,90.00,87.00,80.00,84.00,87.00,85.00,90.00,90.00,83.00,82.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.672500
student157,74.00,77.00,85.00,85.00,80.00,92.00,86.00,86.00,77.00,77.00,83.00,88.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.740000
student158,76.00,85.00,83.00,83.00,70.00,70.00,83.00,83.00,82.00,87.00,81.00,78.00,70.00,70.00,72.00,72.00,70.00,70.00,72.00,72.00,70.00,70.00,72.00,72.00,3.297500
student159,79.00,76.00,88.00,85.00,85.00,84.00,79.00,82.00,82.00,82.00,81.00,83.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.483333
student160,88.00,85.00,84.00,86.00,84.00,84.00,89.00,88.00,86.00,86.00,85.00,86.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,3.504761
student161,79.00,77.00,81.00,88.00,84.00,92.00,91.00,76.00,88.00,88.00,86.00,93.00,75.00,75.00,76.00,76.00,75.00,72.00,76.00,76.00,75.00,75.00,76.00,76.00,3.290000
student162,87.00,96.00,86.00,80.00,85.00,80.00,83.00,88.00,86.00,92.00,94.00,100.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,3.702500
student163,87.00,79.00,95.00,86.00,84.00,90.00,87.00,87.00,88.00,86.00,90.00,91.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.842857
student164,73.00,83.00,98.00,85.00,88.00,94.00,88.00,81.00,85.00,89.00,82.00,88.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.776744
student165,88.00,90.00,93.00,87.00,88.00,93.00,86.00,93.00,88.00,90.00,94.00,93.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.807142
student166,77.00,78.00,93.00,83.00,80.00,88.00,84.00,87.00,85.00,86.00,89.00,90.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.545238
student167,76.00,76.00,71.00,71.00,81.00,79.00,79.00,80.00,76.00,74.00,72.00,76.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,3.145000
student168,90.00,86.00,95.00,85.00,85.00,95.00,93.00,96.00,89.00,93.00,95.00,94.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.750000
student169,83.00,91.00,90.00,83.00,92.00,96.00,93.00,94.00,92.00,93.00,89.00,85.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.702380
student170,73.00,73.00,73.00,75.00,81.00,85.00,77.00,77.00,78.00,76.00,79.00,80.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,1.900000
student171,83.00,91.00,93.00,81.00,84.00,94.00,85.00,84.00,92.00,91.00,94.00,90.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.590476
student172,73.00,73.00,73.00,76.00,90.00,85.00,84.00,85.00,85.00,79.00,82.00,82.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.979069
student173,78.00,79.00,82.00,89.00,82.00,84.00,78.00,88.00,78.00,77.00,80.00,90.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.160000
student174,76.00,75.00,77.00,74.00,80.00,83.00,74.00,87.00,79.00,79.00,71.00,85.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,0.000000
student175,81.00,80.00,83.00,87.00,78.00,88.00,82.00,87.00,89.00,90.00,87.00,90.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.723809
student176,88.00,80.00,87.00,83.00,75.00,75.00,80.00,80.00,85.00,85.00,81.00,82.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.255000
student177,90.00,85.00,87.00,85.00,83.00,92.00,86.00,87.00,92.00,89.00,94.00,87.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.626190
student178,76.00,87.00,87.00,80.00,84.00,82.00,78.00,81.00,89.00,92.00,92.00,92.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,3.310000
student179,76.00,77.00,80.00,81.00,77.00,78.00,79.00,81.00,75.00,77.00,81.00,84.00,70.00,71.00,77.00,78.00,70.00,71.00,77.00,78.00,70.00,71.00,77.00,78.00,0.157894
student180,79.00,84.00,75.00,80.00,79.00,84.00,78.00,90.00,84.00,81.00,82.00,84.00,74.00,74.00,75.00,75.00,74.00,74.00,75.00,75.00,74.00,74.00,75.00,75.00,3.212500
student181,90.00,89.00,99.00,98.00,90.00,94.00,88.00,90.00,90.00,87.00,94.00,93.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.735000
student182,82.00,82.00,86.00,84.00,91.00,89.00,84.00,81.00,91.00,90.00,85.00,77.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.227906
student183,89.00,90.00,84.00,88.00,88.00,90.00,86.00,85.00,93.00,90.00,90.00,88.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.707500
student184,78.00,81.00,85.00,87.00,84.00,85.00,80.00,85.00,81.00,83.00,85.00,87.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.070000
student185,70.00,72.00,82.00,80.00,72.00,74.00,85.00,73.00,86.00,76.00,72.00,74.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.387500
student186,75.00,80.00,79.00,81.00,82.00,78.00,76.00,76.00,80.00,82.00,85.00,83.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,2.840000
student187,92.00,82.00,91.00,83.00,88.00,84.00,87.00,76.00,85.00,81.00,81.00,85.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,3.435000
student188,86.00,77.00,86.00,84.00,76.00,90.00,83.00,87.00,86.00,90.00,83.00,85.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.353488
student189,80.00,86.00,87.00,84.00,89.00,91.00,88.00,81.00,81.00,84.00,91.00,89.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,0.000000
student190,79.00,77.00,84.00,78.00,81.00,86.00,75.00,76.00,92.00,92.00,97.00,88.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,2.567500
student191,83.00,82.00,85.00,79.00,73.00,77.00,73.00,74.00,80.00,79.00,79.00,79.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,79.00,3.027500
student192,83.00,81.00,89.00,93.00,81.00,77.00,88.00,78.00,89.00,84.00,89.00,89.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.677500
student193,80.00,82.00,87.00,78.00,75.00,82.00,83.00,79.00,88.00,86.00,84.00,80.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.140000
student194,73.00,75.00,76.00,82.00,81.00,78.00,74.00,77.00,76.00,74.00,81.00,82.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,2.632500
student195,83.00,88.00,87.00,84.00,80.00,84.00,79.00,86.00,85.00,82.00,81.00,88.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.120000
student196,70.00,70.00,79.00,70.00,78.00,72.00,73.00,71.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.745000
student197,83.00,75.00,80.00,77.00,87.00,85.00,82.00,76.00,82.00,86.00,84.00,80.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,0.000000
student198,70.00,72.00,86.00,81.00,75.00,79.00,83.00,72.00,75.00,75.00,74.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.867500
student199,83.00,75.00,81.00,89.00,82.00,90.00,87.00,86.00,79.00,82.00,84.00,87.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,3.045945
student200,75.00,78.00,76.00,78.00,80.00,81.00,84.00,85.00,78.00,80.00,80.00,83.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,3.616279
student201,93.00,83.00,85.00,88.00,90.00,87.00,88.00,87.00,84.00,86.00,90.00,82.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,2.955000
student202,87.00,79.00,84.00,86.00,91.00,92.00,87.00,86.00,86.00,87.00,85.00,88.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.234883
student203,79.00,78.00,82.00,84.00,78.00,79.00,73.00,75.00,75.00,75.00,78.00,85.00,70.00,70.00,71.00,71.00,70.00,70.00,71.00,71.00,70.00,70.00,71.00,71.00,3.130000
student204,72.00,72.00,87.00,92.00,79.00,82.00,86.00,94.00,74.00,77.00,87.00,90.00,72.00,72.00,75.00,75.00,72.00,72.00,75.00,75.00,72.00,72.00,75.00,75.00,0.000000
student205,90.00,87.00,90.00,88.00,88.00,95.00,92.00,93.00,93.00,85.00,93.00,88.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.790697
student206,80.00,82.00,89.00,85.00,80.00,83.00,89.00,90.00,87.00,88.00,90.00,92.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.350000
student207,82.00,83.00,90.00,90.00,92.00,86.00,86.00,83.00,88.00,88.00,86.00,84.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.665116
student208,91.00,93.00,92.00,91.00,88.00,91.00,89.00,89.00,81.00,85.00,82.00,83.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,
student209,75.00,75.00,80.00,75.00,76.00,76.00,88.00,82.00,75.00,75.00,81.00,76.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,2.755000
student210,76.00,77.00,80.00,81.00,90.00,78.00,75.00,76.00,79.00,77.00,80.00,82.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,2.872500
student211,81.00,81.00,85.00,86.00,88.00,77.00,87.00,83.00,85.00,85.00,90.00,89.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,3.290000
student212,83.00,79.00,81.00,76.00,78.00,77.00,81.00,81.00,83.00,86.00,87.00,87.00,68.00,68.00,72.00,72.00,68.00,68.00,72.00,72.00,68.00,68.00,72.00,72.00,3.275000
student213,75.00,78.00,80.00,83.00,77.00,79.00,81.00,81.00,73.00,73.00,87.00,89.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.150000
student214,92.00,92.00,84.00,87.00,91.00,92.00,88.00,92.00,94.00,92.00,88.00,97.00,71.00,71.00,73.00,73.00,71.00,71.00,73.00,73.00,71.00,71.00,73.00,73.00,3.440000
student215,75.00,81.00,86.00,86.00,78.00,81.00,80.00,82.00,77.00,82.00,84.00,85.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.290697
student216,79.00,82.00,96.00,96.00,89.00,92.00,96.00,82.00,87.00,85.00,88.00,93.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,3.634883
student217,79.00,78.00,88.00,78.00,79.00,84.00,81.00,83.00,88.00,85.00,89.00,85.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.360000
student218,76.00,78.00,80.00,82.00,75.00,77.00,80.00,81.00,77.00,78.00,80.00,82.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.486046
student219,82.00,85.00,88.00,88.00,82.00,85.00,86.00,86.00,83.00,84.00,85.00,87.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,3.497674
student220,81.00,83.00,82.00,85.00,74.00,75.00,85.00,86.00,88.00,86.00,85.00,86.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,2.872500
student221,75.00,77.00,75.00,75.00,74.00,86.00,89.00,83.00,72.00,86.00,91.00,84.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.483720
student222,86.00,86.00,89.00,81.00,87.00,93.00,82.00,86.00,87.00,88.00,89.00,93.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.497674
student223,80.00,81.00,82.00,84.00,82.00,84.00,79.00,82.00,76.00,74.00,82.00,84.00,67.00,67.00,70.00,70.00,67.00,67.00,70.00,70.00,67.00,67.00,70.00,70.00,3.518181
student224,85.00,82.00,94.00,78.00,79.00,92.00,84.00,82.00,84.00,88.00,89.00,87.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.146341
student225,76.00,81.00,95.00,78.00,77.00,88.00,84.00,86.00,87.00,87.00,91.00,89.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.806818
student226,75.00,75.00,85.00,82.00,82.00,84.00,83.00,85.00,86.00,87.00,88.00,91.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.763636
student227,77.00,82.00,81.00,85.00,76.00,88.00,85.00,91.00,81.00,83.00,85.00,83.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.431111
student228,77.00,90.00,70.00,84.00,82.00,88.00,82.00,82.00,86.00,90.00,90.00,89.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.647727
student229,78.00,75.00,73.00,73.00,74.00,73.00,73.00,72.00,74.00,84.00,85.00,86.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.778571
student230,95.00,89.00,92.00,89.00,84.00,89.00,93.00,85.00,90.00,89.00,89.00,92.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,3.768181
student231,79.00,81.00,82.00,86.00,81.00,86.00,86.00,87.00,77.00,81.00,80.00,80.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,3.654545
student232,83.00,85.00,85.00,86.00,76.00,82.00,88.00,90.00,82.00,84.00,84.00,85.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.202272
student233,82.00,85.00,86.00,88.00,80.00,81.00,80.00,81.00,82.00,83.00,84.00,86.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.370454
student234,78.00,81.00,82.00,76.00,77.00,76.00,76.00,75.00,86.00,87.00,87.00,83.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.115909
student235,78.00,81.00,87.00,83.00,85.00,75.00,80.00,82.00,81.00,83.00,75.00,75.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,3.470454
student236,78.00,78.00,81.00,83.00,80.00,83.00,84.00,82.00,84.00,83.00,80.00,84.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.859090
student237,88.00,83.00,90.00,89.00,89.00,85.00,88.00,82.00,82.00,85.00,87.00,87.00,73.00,73.00,75.00,75.00,73.00,73.00,75.00,75.00,73.00,73.00,75.00,75.00,3.486363
student238,82.00,84.00,83.00,84.00,85.00,85.00,84.00,86.00,86.00,88.00,84.00,80.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.965909
student239,75.00,73.00,72.00,76.00,77.00,77.00,82.00,83.00,79.00,75.00,83.00,80.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.086363
student240,86.00,84.00,87.00,85.00,86.00,94.00,89.00,93.00,90.00,87.00,87.00,83.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.854347
student241,84.00,91.00,79.00,76.00,78.00,89.00,78.00,83.00,88.00,85.00,78.00,79.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.443181
student242,86.00,83.00,95.00,79.00,77.00,87.00,84.00,83.00,84.00,83.00,88.00,89.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.647727
student243,77.00,78.00,91.00,80.00,75.00,85.00,81.00,81.00,85.00,84.00,87.00,90.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.047619
student244,85.00,85.00,85.00,86.00,85.00,86.00,90.00,91.00,81.00,85.00,88.00,90.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,3.284090
student245,83.00,93.00,81.00,76.00,92.00,91.00,78.00,83.00,91.00,94.00,87.00,89.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.883333
student246,77.00,90.00,83.00,78.00,80.00,81.00,87.00,87.00,87.00,80.00,82.00,82.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.172727
student247,76.00,78.00,87.00,80.00,89.00,92.00,77.00,75.00,86.00,95.00,93.00,97.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,2.933333
student248,83.00,80.00,83.00,86.00,85.00,84.00,84.00,85.00,78.00,79.00,82.00,83.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,2.869047
student249,86.00,82.00,80.00,76.00,80.00,75.00,73.00,83.00,83.00,84.00,85.00,81.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,1.638636
student250,81.00,92.00,73.00,86.00,82.00,86.00,85.00,82.00,83.00,82.00,84.00,89.00,71.00,71.00,73.00,73.00,71.00,71.00,73.00,73.00,71.00,71.00,73.00,73.00,3.026190
student251,74.00,74.00,75.00,79.00,83.00,85.00,83.00,87.00,81.00,86.00,88.00,88.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.586363
student252,73.00,73.00,77.00,80.00,85.00,84.00,91.00,85.00,80.00,82.00,80.00,84.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.961904
student253,78.00,79.00,79.00,75.00,83.00,80.00,74.00,78.00,78.00,80.00,85.00,85.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.021951
student254,75.00,77.00,82.00,82.00,86.00,86.00,86.00,88.00,79.00,82.00,83.00,79.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,0.190476
student255,80.00,76.00,69.00,69.00,76.00,76.00,76.00,74.00,69.00,80.00,71.00,80.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,2.988636
student256,74.00,83.00,74.00,77.00,84.00,77.00,74.00,74.00,84.00,74.00,74.00,74.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,2.285714
student257,83.00,90.00,90.00,89.00,83.00,92.00,84.00,83.00,90.00,90.00,90.00,89.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.865909
student258,74.00,75.00,78.00,80.00,76.00,78.00,80.00,81.00,73.00,75.00,76.00,78.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.402272
student259,71.00,74.00,72.00,80.00,90.00,78.00,74.00,73.00,75.00,80.00,80.00,80.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.131707
student260,81.00,76.00,75.00,77.00,89.00,85.00,78.00,76.00,85.00,75.00,85.00,85.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,2.422857
student261,79.00,80.00,86.00,84.00,79.00,84.00,88.00,82.00,71.00,80.00,78.00,85.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,2.945238
student262,84.00,86.00,89.00,92.00,85.00,87.00,92.00,92.00,88.00,90.00,90.00,90.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,3.238636
